compound_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,data_source,compound_type,study_type,primary_phase,overall_status,lead_sponsor,sponsor_class,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL279816,TRICHLOROETHYLENE,['TRICHLOROETHYLENE'],ClC=C(Cl)Cl,CHEMBL279816,success,131.39,2.50,0.0,0.0,0.0,0.00,0.0,5.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675026,,,
CHEMBL_CHEMBL1201348,MENADIOL DIPHOSPHORIC ACID,['MENADIOL DIPHOSPHORIC ACID'],Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O,CHEMBL1201348,success,334.16,2.09,4.0,4.0,4.0,133.52,2.0,21.0,0,,,1.47,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349905,,,
CHEMBL_CHEMBL3989786,THIOPROPAZATE HYDROCHLORIDE,['THIOPROPAZATE HYDROCHLORIDE'],CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.Cl.Cl,CHEMBL3989786,success,518.94,4.51,0.0,6.0,7.0,36.02,2.0,30.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282869,,,
CHEMBL_CHEMBL3833406,PAPAVERETUM,['PAPAVERETUM'],CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.COc1ccc2c3c1OC1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,CHEMBL3833406,success,924.10,,,,,,,,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282648,,,
CHEMBL_CHEMBL3707183,QUINIDINE SULFATE,['QUINIDINE SULFATE'],C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,CHEMBL3707183,success,782.96,3.17,1.0,4.0,4.0,45.59,2.0,24.0,0,,,13.89,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282495,,,
CHEMBL_CHEMBL1455,ALTRETAMINE,['ALTRETAMINE'],CN(C)c1nc(N(C)C)nc(N(C)C)n1,CHEMBL1455,success,210.28,0.07,0.0,6.0,3.0,48.39,1.0,15.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413420,,,
CHEMBL_CHEMBL1201731,NEBIVOLOL HYDROCHLORIDE,['NEBIVOLOL HYDROCHLORIDE'],Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,CHEMBL1201731,success,441.90,2.36,3.0,5.0,6.0,70.95,2.0,29.0,0,,,13.52,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349946,,,
CHEMBL_CHEMBL3989754,FLURBIPROFEN SODIUM,['FLURBIPROFEN SODIUM'],CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],CHEMBL3989754,success,302.28,3.68,1.0,1.0,3.0,37.30,2.0,18.0,0,,,4.42,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282857,,,
CHEMBL_CHEMBL2103929,LYMECYCLINE,['LYMECYCLINE'],CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CHEMBL2103929,success,602.64,-0.45,9.0,12.0,10.0,242.98,1.0,43.0,0,,,2.11,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351412,,,
CHEMBL_CHEMBL28218,BROMPERIDOL,['BROMPERIDOL'],O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,CHEMBL28218,success,420.32,4.53,1.0,3.0,6.0,40.54,2.0,26.0,0,,,13.97,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675673,,,
CHEMBL_CHEMBL452,CLONAZEPAM,['CLONAZEPAM'],O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,CHEMBL452,success,315.72,3.04,1.0,4.0,2.0,84.60,2.0,22.0,0,,,11.65,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674324,,,
CHEMBL_CHEMBL1323699,PADIMATE O,['PADIMATE O'],CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,CHEMBL1323699,success,277.41,4.13,0.0,3.0,8.0,29.54,1.0,20.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350370,,,
CHEMBL_CHEMBL1110,ALOSETRON,['ALOSETRON'],Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,CHEMBL1110,success,294.36,2.41,1.0,3.0,2.0,53.92,3.0,22.0,0,,,13.32,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.677174,,,
CHEMBL_CHEMBL1091250,INDIGOTINDISULFONATE,['INDIGOTINDISULFONATE'],O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,CHEMBL1091250,success,422.40,1.31,4.0,8.0,2.0,166.94,2.0,28.0,0,,,-2.83,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414962,,,
CHEMBL_CHEMBL1201045,ACETRIZOATE SODIUM,['ACETRIZOATE SODIUM'],CC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I.O.[Na+],CHEMBL1201045,success,596.86,3.16,2.0,2.0,2.0,66.40,1.0,16.0,0,,,2.33,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349239,,,
CHEMBL_CHEMBL1096146,PONESIMOD,['PONESIMOD'],CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,CHEMBL1096146,success,460.98,4.27,2.0,6.0,8.0,82.36,2.0,31.0,0,,,13.62,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415027,,,
CHEMBL_CHEMBL395110,MEPAZINE,['MEPAZINE'],CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,CHEMBL395110,success,310.47,4.63,0.0,3.0,2.0,6.48,2.0,22.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413483,,,
CHEMBL_CHEMBL1713,CHLORPROMAZINE HYDROCHLORIDE,['CHLORPROMAZINE HYDROCHLORIDE'],CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,CHEMBL1713,success,355.33,4.89,0.0,3.0,4.0,6.48,2.0,21.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414609,,,
CHEMBL_CHEMBL1256819,ANTAZOLINE HYDROCHLORIDE,['ANTAZOLINE HYDROCHLORIDE'],Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,CHEMBL1256819,success,301.82,2.69,1.0,3.0,5.0,27.63,2.0,20.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350293,,,
CHEMBL_CHEMBL2360580,BUCLIZINE HYDROCHLORIDE,['BUCLIZINE HYDROCHLORIDE'],CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl,CHEMBL2360580,success,505.96,6.54,0.0,2.0,5.0,6.48,3.0,31.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.281931,,,
CHEMBL_CHEMBL3545058,DEXTROTHYROXINE SODIUM,['DEXTROTHYROXINE SODIUM'],N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].O.[Na+],CHEMBL3545058,success,816.87,4.56,3.0,4.0,5.0,92.78,2.0,24.0,0,,,0.27,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282385,,,
CHEMBL_CHEMBL1642,IMATINIB MESYLATE,['IMATINIB MESYLATE'],CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL1642,success,589.72,4.59,2.0,7.0,7.0,86.28,4.0,37.0,0,,,12.69,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414271,,,
CHEMBL_CHEMBL473,DOFETILIDE,['DOFETILIDE'],CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,CHEMBL473,success,441.58,1.98,2.0,6.0,11.0,104.81,2.0,29.0,0,,,10.15,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674472,,,
CHEMBL_CHEMBL4297066,ELIGLUSTAT TARTRATE,['ELIGLUSTAT TARTRATE'],CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2.O=C(O)C(O)C(O)C(=O)O,CHEMBL4297066,success,959.19,3.43,2.0,5.0,11.0,71.03,1.0,29.0,0,,,13.51,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.283089,,,
CHEMBL_CHEMBL1568057,METAPROTERENOL SULFATE,['METAPROTERENOL SULFATE'],CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,CHEMBL1568057,success,520.60,1.13,4.0,4.0,4.0,72.72,1.0,15.0,0,,,8.84,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350632,,,
CHEMBL_CHEMBL1673148,BEPHENIUM HYDROXYNAPHTHOATE,['BEPHENIUM HYDROXYNAPHTHOATE'],C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1cc2ccccc2cc1O,CHEMBL1673148,success,443.54,,,,,,,,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350813,,,
CHEMBL_CHEMBL2104445,TRITOQUALINE,['TRITOQUALINE'],CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O,CHEMBL2104445,success,500.55,3.64,1.0,10.0,8.0,110.94,2.0,36.0,0,,,13.64,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351441,,,
CHEMBL_CHEMBL1201753,PITAVASTATIN,['PITAVASTATIN'],O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,CHEMBL1201753,success,421.47,4.52,3.0,4.0,8.0,90.65,3.0,31.0,0,,,4.13,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349987,,,
CHEMBL_CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,['VALGANCICLOVIR HYDROCHLORIDE'],CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,CHEMBL1200454,success,390.83,-1.44,4.0,10.0,8.0,171.37,2.0,25.0,0,,,10.16,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415491,,,
CHEMBL_CHEMBL926,DOBUTAMINE,['DOBUTAMINE'],CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,CHEMBL926,success,301.39,2.96,4.0,4.0,7.0,72.72,2.0,22.0,0,,,10.14,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.676437,,,
CHEMBL_CHEMBL189963,PALBOCICLIB,['PALBOCICLIB'],CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CHEMBL189963,success,447.54,2.97,2.0,9.0,5.0,105.04,3.0,33.0,0,,,11.34,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413011,,,
CHEMBL_CHEMBL595,PIOGLITAZONE,['PIOGLITAZONE'],CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CHEMBL595,success,356.45,3.16,1.0,5.0,7.0,68.29,2.0,25.0,0,,,6.66,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675100,,,
CHEMBL_CHEMBL1200666,CALCIPOTRIENE,['CALCIPOTRIENE'],C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,CHEMBL1200666,success,412.61,5.09,3.0,3.0,5.0,60.69,0.0,30.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415913,,,
CHEMBL_CHEMBL119,TRIMETREXATE,['TRIMETREXATE'],COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL119,success,369.43,2.74,3.0,8.0,6.0,117.54,3.0,27.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675065,,,
CHEMBL_CHEMBL998,LORATADINE,['LORATADINE'],CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CHEMBL998,success,382.89,4.89,0.0,3.0,1.0,42.43,2.0,27.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.676734,,,
CHEMBL_CHEMBL57,NEVIRAPINE,['NEVIRAPINE'],Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,CHEMBL57,success,266.30,2.65,1.0,4.0,1.0,58.12,2.0,20.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674404,,,
CHEMBL_CHEMBL207538,BREXANOLONE,['BREXANOLONE'],CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL207538,success,318.50,4.60,1.0,2.0,1.0,37.30,0.0,23.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413154,,,
CHEMBL_CHEMBL344159,TOLVAPTAN,['TOLVAPTAN'],Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,CHEMBL344159,success,448.95,5.68,2.0,3.0,3.0,69.64,3.0,32.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.677524,,,
CHEMBL_CHEMBL14376,ILOPERIDONE,['ILOPERIDONE'],COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,CHEMBL14376,success,426.49,4.83,0.0,6.0,8.0,64.80,3.0,31.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674830,,,
CHEMBL_CHEMBL1370561,AMINOPHYLLINE,['AMINOPHYLLINE'],Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,CHEMBL1370561,success,420.43,-1.04,1.0,5.0,0.0,72.68,2.0,13.0,0,,,7.82,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350427,,,
CHEMBL_CHEMBL3137308,PEFICITINIB,['PEFICITINIB'],NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,CHEMBL3137308,success,326.40,2.01,4.0,4.0,3.0,104.03,2.0,24.0,0,,,13.85,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282091,,,
CHEMBL_CHEMBL1528,SODIUM FLUORIDE,['SODIUM FLUORIDE'],[F-].[Na+],CHEMBL1528,success,41.99,,,,,,,,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413755,,,
CHEMBL_CHEMBL247951,PEMAFIBRATE,['PEMAFIBRATE'],CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,CHEMBL247951,success,490.56,5.55,1.0,7.0,13.0,94.26,4.0,36.0,0,,,3.94,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413567,,,
CHEMBL_CHEMBL3989844,DEXTROAMPHETAMINE SACCHARATE,['DEXTROAMPHETAMINE SACCHARATE'],C[C@H](N)Cc1ccccc1.O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,CHEMBL3989844,success,345.35,1.58,1.0,1.0,2.0,26.02,1.0,10.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282922,,,
CHEMBL_CHEMBL175691,RILPIVIRINE,['RILPIVIRINE'],Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,CHEMBL175691,success,366.43,4.99,2.0,6.0,5.0,97.42,3.0,28.0,0,,,11.43,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.412851,,,
CHEMBL_CHEMBL135,ESTRADIOL,['ESTRADIOL'],C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,CHEMBL135,success,272.39,3.61,2.0,2.0,0.0,40.46,1.0,20.0,0,,,10.33,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675410,,,
CHEMBL_CHEMBL1200538,BETAMETHASONE ACETATE,['BETAMETHASONE ACETATE'],CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1200538,success,434.50,2.47,2.0,6.0,3.0,100.90,0.0,31.0,0,,,12.44,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415657,,,
CHEMBL_CHEMBL1699,MEMANTINE HYDROCHLORIDE,['MEMANTINE HYDROCHLORIDE'],CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,CHEMBL1699,success,215.77,2.69,1.0,1.0,0.0,26.02,0.0,13.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414549,,,
CHEMBL_CHEMBL1129,TRIFLURIDINE,['TRIFLURIDINE'],O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,CHEMBL1129,success,296.20,-0.80,3.0,6.0,2.0,104.55,1.0,20.0,0,,,8.50,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.677256,,,
CHEMBL_CHEMBL1201260,BETHANIDINE,['BETHANIDINE'],C/N=C(\NC)NCc1ccccc1,CHEMBL1201260,success,177.25,0.98,2.0,1.0,2.0,36.42,1.0,13.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349741,,,
CHEMBL_CHEMBL1562610,MECLOFENAMATE SODIUM,['MECLOFENAMATE SODIUM'],Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+],CHEMBL1562610,success,336.15,4.74,2.0,2.0,3.0,49.33,2.0,19.0,0,,,3.79,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350621,,,
CHEMBL_CHEMBL1412,PIPERAZINE,['PIPERAZINE'],C1CNCCN1,CHEMBL1412,success,86.14,-0.82,2.0,2.0,0.0,24.06,0.0,6.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413164,,,
CHEMBL_CHEMBL1596,CARBENICILLIN INDANYL,['CARBENICILLIN INDANYL'],CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL1596,success,494.57,2.50,2.0,6.0,6.0,113.01,2.0,35.0,0,,,3.29,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414093,,,
CHEMBL_CHEMBL1751,DIGOXIN,['DIGOXIN'],C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,CHEMBL1751,success,780.95,2.22,6.0,14.0,7.0,203.06,0.0,55.0,0,,,7.15,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414792,,,
CHEMBL_CHEMBL1201775,SAPROPTERIN DIHYDROCHLORIDE,['SAPROPTERIN DIHYDROCHLORIDE'],C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1.Cl.Cl,CHEMBL1201775,success,314.17,-1.70,6.0,7.0,2.0,136.29,1.0,17.0,0,,,7.82,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350032,,,
CHEMBL_CHEMBL2096646,AMINOSALICYLATE SODIUM,['AMINOSALICYLATE SODIUM'],Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],CHEMBL2096646,success,211.15,0.67,3.0,3.0,1.0,83.55,1.0,11.0,0,,,3.68,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351311,,,
CHEMBL_CHEMBL424,SALICYLIC ACID,['SALICYLIC ACID'],O=C(O)c1ccccc1O,CHEMBL424,success,138.12,1.09,2.0,2.0,1.0,57.53,1.0,10.0,0,,,2.79,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674165,,,
