primary_drug,max_clinical_phase,trial_activity_count,trial_status_most_recent,first_trial_date,last_trial_date,approval_date_first,approved,active_trials,completed_trials,terminated_trials,data_source,created_at,last_updated
Erythropoietin,0,2,COMPLETED,2021-02-17,2025-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.558373,2025-09-05 06:27:09.558374
Escitalopram,0,3,COMPLETED,2007-10-01,2013-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.560228,2025-09-05 06:27:09.560229
Escitalopram Oxalate Tablets 20 mg,0,1,COMPLETED,2004-09-01,2004-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.562066,2025-09-05 06:27:09.562068
Esketamine,0,2,ACTIVE_NOT_RECRUITING,2015-10-01,2023-09-09,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.563919,2025-09-05 06:27:09.563920
Esketamine Nasal Spray,0,1,COMPLETED,2016-06-09,2016-06-09,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.565783,2025-09-05 06:27:09.565785
Eslicarbazepine acetate (BIA 2-093),0,1,COMPLETED,2010-12-01,2010-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.567665,2025-09-05 06:27:09.567666
Esmolol Hydrochloride,0,1,UNKNOWN,2019-04-01,2019-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.569468,2025-09-05 06:27:09.569469
Esmolol Injection [Brevibloc],0,1,RECRUITING,2023-04-18,2023-04-18,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.571374,2025-09-05 06:27:09.571375
Esomeprazole,0,5,COMPLETED,2005-10-01,2016-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.573192,2025-09-05 06:27:09.573193
Esomeprazole 40mg,0,1,COMPLETED,2010-02-02,2010-02-02,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.575076,2025-09-05 06:27:09.575077
Estradiol,0,1,COMPLETED,2018-10-15,2018-10-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.576929,2025-09-05 06:27:09.576930
Estradiol Transdermal Patch 0.1 mg/24 hrs,0,1,COMPLETED,2020-09-15,2020-09-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.578776,2025-09-05 06:27:09.578777
Estradiol Transdermal System Placebo - Alternate Adhesive,0,1,COMPLETED,2003-01-01,2003-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.580645,2025-09-05 06:27:09.580646
Estradiol Valerate,0,1,RECRUITING,2024-03-07,2024-03-07,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.582492,2025-09-05 06:27:09.582494
Estradiol vaginal ring,0,1,COMPLETED,2018-02-01,2018-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.584357,2025-09-05 06:27:09.584358
Estrogen Therapy,0,1,UNKNOWN,2020-10-01,2020-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.586214,2025-09-05 06:27:09.586215
Eszopiclone,0,1,COMPLETED,2007-06-01,2007-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.588090,2025-09-05 06:27:09.588091
Eszopiclone 1 mg,0,1,COMPLETED,2008-09-01,2008-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.589904,2025-09-05 06:27:09.589905
Etomidate,0,2,COMPLETED,2013-01-01,2013-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.591786,2025-09-05 06:27:09.591787
Etomidate vs Propofol as induction agent,0,1,COMPLETED,2019-10-15,2019-10-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.593680,2025-09-05 06:27:09.593681
Etoricoxib,0,1,COMPLETED,2011-02-01,2011-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.595524,2025-09-05 06:27:09.595526
Etrasimod,0,1,COMPLETED,2019-06-13,2019-06-13,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.597414,2025-09-05 06:27:09.597415
Etrumadenant (AB928),0,1,RECRUITING,2022-03-31,2022-03-31,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.599318,2025-09-05 06:27:09.599319
Evacetrapib,0,1,TERMINATED,2015-01-01,2015-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.601142,2025-09-05 06:27:09.601144
Everolimus,0,4,COMPLETED,2008-12-05,2023-02-03,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.603103,2025-09-05 06:27:09.603105
Evexomostat,0,1,RECRUITING,2022-08-26,2022-08-26,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.604914,2025-09-05 06:27:09.604916
Evinacumab,0,1,COMPLETED,2023-02-21,2023-02-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.606784,2025-09-05 06:27:09.606785
Evogliptin,0,1,COMPLETED,2017-08-08,2017-08-08,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.608632,2025-09-05 06:27:09.608633
Evolocumab,0,2,TERMINATED,2018-05-01,2023-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.610575,2025-09-05 06:27:09.610576
Exenatide,0,7,COMPLETED,2010-11-01,2015-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.612453,2025-09-05 06:27:09.612454
Exenatide/Exenatide extended release,0,1,COMPLETED,2016-11-01,2016-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.614357,2025-09-05 06:27:09.614359
Experimental Drug SESC 01,0,1,COMPLETED,2017-01-03,2017-01-03,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.616241,2025-09-05 06:27:09.616242
Experimental: Spironolactone,0,1,TERMINATED,2018-11-01,2018-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.618098,2025-09-05 06:27:09.618099
Experimental: Vaginal progesterone,0,1,WITHDRAWN,2011-07-01,2011-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.619987,2025-09-05 06:27:09.619989
Exposure to any bupropion during the first trimester,0,1,COMPLETED,2011-09-01,2011-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.621794,2025-09-05 06:27:09.621795
Exposure to one or more disease-modifying drug(s)(DMDs) used to treat MS,0,1,COMPLETED,1996-01-01,1996-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.623720,2025-09-05 06:27:09.623722
Extended-release Epidural morphine (EREM) 80,0,1,TERMINATED,2010-03-01,2010-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.625537,2025-09-05 06:27:09.625539
External Nasal Dilator Strip; 0.05% oxymetazoline chloride,0,1,COMPLETED,2010-06-01,2010-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.627398,2025-09-05 06:27:09.627400
Extracorporeal Cytokine hemadsorption therapy,0,1,UNKNOWN,2019-03-01,2019-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.629258,2025-09-05 06:27:09.629259
"Eylea (Intravitreal Aflibercept, VEGF Trap-Eye, BAY86-5321)",0,1,COMPLETED,2015-11-19,2015-11-19,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.631129,2025-09-05 06:27:09.631131
Ezetimibe with simvastatin,0,1,UNKNOWN,2018-01-01,2018-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.632996,2025-09-05 06:27:09.632997
Ezetimibe/Statin Combination therarpy (ezetimibe plus rosuvastatin),0,1,RECRUITING,2021-01-15,2021-01-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.634856,2025-09-05 06:27:09.634858
F-18 Fluoro-deoxi-glucose,0,1,COMPLETED,2007-10-01,2007-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.636719,2025-09-05 06:27:09.636721
F-18 Fluoroethyltyrosine (FET),0,1,COMPLETED,2018-10-29,2018-10-29,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.638838,2025-09-05 06:27:09.638840
F18-FPPRGD2,0,1,COMPLETED,2010-10-01,2010-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.640696,2025-09-05 06:27:09.640697
F520,0,2,UNKNOWN,2020-11-01,2022-05-23,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.642648,2025-09-05 06:27:09.642649
"FACBC, Methionine",0,1,COMPLETED,2003-05-13,2003-05-13,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.644512,2025-09-05 06:27:09.644514
FAPI tracer,0,1,NOT_YET_RECRUITING,2025-09-01,2025-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.646407,2025-09-05 06:27:09.646408
FCN-159,0,1,RECRUITING,2023-09-28,2023-09-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.648257,2025-09-05 06:27:09.648258
FDC I/H,0,1,COMPLETED,2015-05-01,2015-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.650111,2025-09-05 06:27:09.650112
FDG,0,1,COMPLETED,2007-03-01,2007-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.651948,2025-09-05 06:27:09.651949
FDL176 & FDL169 coadministration,0,1,COMPLETED,2018-03-07,2018-03-07,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.653809,2025-09-05 06:27:09.653810
FEC100,0,1,COMPLETED,2015-01-01,2015-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.655730,2025-09-05 06:27:09.655732
FEIBA,0,1,WITHDRAWN,2021-10-01,2021-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.657536,2025-09-05 06:27:09.657538
FES,0,1,RECRUITING,2021-10-11,2021-10-11,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.659373,2025-09-05 06:27:09.659375
FF/GW642444 Inhalation Powder,0,1,COMPLETED,2009-09-25,2009-09-25,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.661218,2025-09-05 06:27:09.661220
FF/UMEC/VI,0,1,COMPLETED,2018-04-11,2018-04-11,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.663145,2025-09-05 06:27:09.663147
FF/VI via ELLIPTA DPI,0,1,COMPLETED,2017-10-20,2017-10-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.664970,2025-09-05 06:27:09.664971
FHND9041,0,1,ENROLLING_BY_INVITATION,2021-08-01,2021-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.666858,2025-09-05 06:27:09.666860
FID 123320 Ophthalmic Solution,0,1,COMPLETED,2024-10-07,2024-10-07,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.668723,2025-09-05 06:27:09.668724
FK949E,0,1,COMPLETED,2011-07-01,2011-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.670553,2025-09-05 06:27:09.670555
FKB327,0,1,COMPLETED,2014-12-01,2014-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.672438,2025-09-05 06:27:09.672439
"FLAIMy - Fluda, Ida, Ara-C, Mylotarg",0,1,COMPLETED,2008-03-01,2008-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.674267,2025-09-05 06:27:09.674269
FLCWK,0,1,NOT_YET_RECRUITING,2025-11-01,2025-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.676089,2025-09-05 06:27:09.676090
FLOMAX® capsules,0,1,COMPLETED,1998-08-01,1998-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.677760,2025-09-05 06:27:09.677762
FNC,0,1,UNKNOWN,2020-04-01,2020-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.679690,2025-09-05 06:27:09.679692
FOG-001,0,1,RECRUITING,2023-05-23,2023-05-23,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.681536,2025-09-05 06:27:09.681537
FOLFIRI + Cetuximab,0,1,UNKNOWN,2011-01-01,2011-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.683405,2025-09-05 06:27:09.683407
FOLFIRI regimen,0,2,COMPLETED,2000-12-01,2006-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.685268,2025-09-05 06:27:09.685270
FOLFIRI+Bevacizumab,0,1,UNKNOWN,2018-10-01,2018-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.687131,2025-09-05 06:27:09.687132
FOLFIRINOX,0,1,UNKNOWN,2020-12-01,2020-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.688991,2025-09-05 06:27:09.688992
FOLFOX,0,2,RECRUITING,2015-02-26,2021-12-24,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.690884,2025-09-05 06:27:09.690885
FOLFOX (chemotherapy),0,1,ACTIVE_NOT_RECRUITING,2012-06-12,2012-06-12,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.692735,2025-09-05 06:27:09.692737
FOLFOX4s,0,1,NOT_YET_RECRUITING,2025-12-15,2025-12-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.694773,2025-09-05 06:27:09.694774
FOLFOXIRI,0,1,UNKNOWN,2018-05-01,2018-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.696662,2025-09-05 06:27:09.696663
FSME-IMMUN Vaccine,0,1,UNKNOWN,2015-04-15,2015-04-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.698695,2025-09-05 06:27:09.698697
FTY720,0,1,COMPLETED,2004-04-01,2004-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.700417,2025-09-05 06:27:09.700419
FX005,0,1,COMPLETED,2010-12-01,2010-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.702323,2025-09-05 06:27:09.702325
Faldaprevir,0,1,COMPLETED,2013-12-01,2013-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.704169,2025-09-05 06:27:09.704170
Famitinib,0,2,UNKNOWN,2011-05-01,2012-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.705984,2025-09-05 06:27:09.705986
Fampridine,0,1,TERMINATED,2015-08-01,2015-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.707881,2025-09-05 06:27:09.707882
Faricimab Injection,0,1,ENROLLING_BY_INVITATION,2024-07-12,2024-07-12,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.709775,2025-09-05 06:27:09.709777
Farnesyl Protein Transferase Inhibitor,0,1,TERMINATED,2003-09-01,2003-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.711618,2025-09-05 06:27:09.711620
Fasedienol Nasal Spray,0,1,RECRUITING,2024-03-28,2024-03-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.713445,2025-09-05 06:27:09.713447
"Fat emulsion with MCT, LCT, olive oil and omega 3 fatty acids",0,1,UNKNOWN,2008-07-01,2008-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.715308,2025-09-05 06:27:09.715310
Fazirsiran,0,1,ACTIVE_NOT_RECRUITING,2023-10-05,2023-10-05,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.717170,2025-09-05 06:27:09.717172
Febuxostat XR 80 mg Capsule F1,0,1,COMPLETED,2015-08-01,2015-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.719042,2025-09-05 06:27:09.719044
Fecal Microbiota Transplantation,0,1,NOT_YET_RECRUITING,2024-05-01,2024-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.720904,2025-09-05 06:27:09.720905
Felbinac Trometamol Injection,0,1,COMPLETED,2017-07-17,2017-07-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.722763,2025-09-05 06:27:09.722765
Fenofibrate 145 mg,0,1,COMPLETED,2018-07-23,2018-07-23,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.724629,2025-09-05 06:27:09.724630
Fentanyl,0,5,COMPLETED,2017-03-23,2024-07-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.726601,2025-09-05 06:27:09.726603
Fentanyl Nasal Spray,0,1,TERMINATED,2014-01-10,2014-01-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.728448,2025-09-05 06:27:09.728449
"Fentanyl, propofol",0,1,UNKNOWN,2022-01-01,2022-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.730341,2025-09-05 06:27:09.730343
Fentanyl/Hyperbaric bupivacaine,0,1,COMPLETED,2017-11-04,2017-11-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.732163,2025-09-05 06:27:09.732165
Fenugreek Fibre,0,1,WITHDRAWN,2024-12-01,2024-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.734015,2025-09-05 06:27:09.734017
Ferric Carboxymaltose,0,1,COMPLETED,2008-06-01,2008-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.735876,2025-09-05 06:27:09.735877
Ferric Carboxymaltose (FCM),0,2,COMPLETED,2006-03-01,2006-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.737700,2025-09-05 06:27:09.737701
Ferric Derisomaltose,0,1,RECRUITING,2022-11-28,2022-11-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.739594,2025-09-05 06:27:09.739595
Ferric carboxymaltose,0,1,COMPLETED,2023-02-21,2023-02-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.741424,2025-09-05 06:27:09.741426
Ferric derisomaltose,0,1,RECRUITING,2023-08-01,2023-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.743368,2025-09-05 06:27:09.743369
Ferrous Fumarate Oral Tablet,0,1,RECRUITING,2025-06-09,2025-06-09,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.745176,2025-09-05 06:27:09.745178
Ferrous sulphate 200mg oral tablet,0,1,TERMINATED,2013-07-01,2013-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.747038,2025-09-05 06:27:09.747039
"Ferrum Lek® (iron (III) hydroxide polymaltosate), 100 mg chewable tablets (Lek d.d., Slovenia)",0,1,COMPLETED,2019-06-27,2019-06-27,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.748886,2025-09-05 06:27:09.748887
Ferumoxytol,0,3,TERMINATED,2011-10-17,2020-02-14,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.750773,2025-09-05 06:27:09.750775
Fesoterodine PR 4 mg,0,1,COMPLETED,2015-06-05,2015-06-05,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.752835,2025-09-05 06:27:09.752837
Fexofenadine,0,1,COMPLETED,2003-02-01,2003-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.754669,2025-09-05 06:27:09.754670
Fexofenadine Hydrochloride 60mg bid,0,1,NOT_YET_RECRUITING,2024-09-01,2024-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.756498,2025-09-05 06:27:09.756499
Fianlimab,0,1,RECRUITING,2024-09-10,2024-09-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.758351,2025-09-05 06:27:09.758353
Fibrin Sealant,0,1,COMPLETED,2012-04-01,2012-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.760238,2025-09-05 06:27:09.760239
Filgotinib,0,1,RECRUITING,2024-05-13,2024-05-13,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.762097,2025-09-05 06:27:09.762098
Fimaporfin (Photosensitizer),0,1,COMPLETED,2016-09-01,2016-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.763956,2025-09-05 06:27:09.763957
Fimasartan,0,2,UNKNOWN,2012-04-01,2012-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.765815,2025-09-05 06:27:09.765816
Finafloxacin hydrochloride,0,1,COMPLETED,2007-08-01,2007-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.767665,2025-09-05 06:27:09.767666
Finerenone,0,2,RECRUITING,2022-12-01,2024-07-09,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.769555,2025-09-05 06:27:09.769557
Finerenone (BAY 94-8862),0,1,RECRUITING,2024-05-15,2024-05-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.771450,2025-09-05 06:27:09.771451
Finerenone 20 MG Oral Tablet,0,1,RECRUITING,2024-01-18,2024-01-18,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.773307,2025-09-05 06:27:09.773309
Fingolimod,0,1,COMPLETED,2014-09-29,2014-09-29,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.775231,2025-09-05 06:27:09.775232
Fingolimod 1.25 mg,0,1,COMPLETED,2006-01-01,2006-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.777039,2025-09-05 06:27:09.777040
First Treatment Period,0,1,COMPLETED,2013-05-01,2013-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.778933,2025-09-05 06:27:09.778935
First line tuberculosis treatment,0,1,ACTIVE_NOT_RECRUITING,2022-01-20,2022-01-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.780763,2025-09-05 06:27:09.780765
Fish oil,0,1,COMPLETED,2013-08-01,2013-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.782656,2025-09-05 06:27:09.782658
Fixed 50:50 mixture of nitrous oxide and oxygen,0,1,UNKNOWN,2017-10-01,2017-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.784496,2025-09-05 06:27:09.784497
Flecainide,0,2,WITHDRAWN,2020-12-31,2024-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.786391,2025-09-05 06:27:09.786393
Flecainide Injectable Product,0,1,COMPLETED,2020-01-01,2020-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.788238,2025-09-05 06:27:09.788239
Flibanserin plus Digoxin,0,1,COMPLETED,2010-06-01,2010-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.789933,2025-09-05 06:27:09.789935
Flonoltinib 50mg,0,1,RECRUITING,2024-05-06,2024-05-06,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.791910,2025-09-05 06:27:09.791911
Flortaucipir F18,0,1,COMPLETED,2015-02-18,2015-02-18,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.793766,2025-09-05 06:27:09.793767
Floseal,0,1,COMPLETED,2012-01-01,2012-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.795684,2025-09-05 06:27:09.795685
Floxuridine (FUDR),0,1,ACTIVE_NOT_RECRUITING,2019-02-05,2019-02-05,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.797514,2025-09-05 06:27:09.797516
Floxuridine (IP),0,1,COMPLETED,2002-12-01,2002-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.799385,2025-09-05 06:27:09.799387
Fluconazole,0,1,COMPLETED,2022-03-01,2022-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.801244,2025-09-05 06:27:09.801245
"Flucytosine (5-FC, Ancotil)",0,1,TERMINATED,2018-10-16,2018-10-16,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.803108,2025-09-05 06:27:09.803109
Fludarabine,0,9,TERMINATED,2002-09-01,2014-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.805059,2025-09-05 06:27:09.805060
Fludarabine + Cyclophosphamide + TAA05 Cell Injection,0,1,RECRUITING,2022-06-14,2022-06-14,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.806908,2025-09-05 06:27:09.806910
Fludarabine Phosphate,0,1,WITHDRAWN,2015-11-01,2015-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.808731,2025-09-05 06:27:09.808733
Fludarabine Phosphate (Fludara),0,1,COMPLETED,2003-02-01,2003-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.810611,2025-09-05 06:27:09.810612
Fludarabine and Busulfan,0,1,ENROLLING_BY_INVITATION,2023-02-15,2023-02-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.812490,2025-09-05 06:27:09.812492
Fludeoxyglucose F-18,0,1,COMPLETED,2019-02-04,2019-02-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.814395,2025-09-05 06:27:09.814396
Fluocinolone acetonide 0.1%/hydroquinone 4%/tretinoin 0.05% Cream in sequence with glycolic acid peels,0,1,COMPLETED,2006-11-01,2006-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.816197,2025-09-05 06:27:09.816198
Fluorescein Sodium,0,1,COMPLETED,2021-10-06,2021-10-06,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.818107,2025-09-05 06:27:09.818108
Fluoride,0,2,COMPLETED,2008-01-01,2008-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.819958,2025-09-05 06:27:09.819959
Fluoride varnish,0,1,UNKNOWN,2003-06-01,2003-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.821801,2025-09-05 06:27:09.821803
Fluorothymidine F-18,0,1,COMPLETED,2011-09-01,2011-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.823674,2025-09-05 06:27:09.823675
Fluorouracil,0,4,UNKNOWN,2017-02-10,2021-04-02,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.825561,2025-09-05 06:27:09.825563
Fluoxetine,0,4,COMPLETED,2004-09-01,2005-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.827434,2025-09-05 06:27:09.827436
Fluoxetine + outpatient cognitive behavioral therapy,0,1,COMPLETED,2001-02-01,2001-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.829255,2025-09-05 06:27:09.829256
Fluoxetine Capsules 40 mg,0,1,COMPLETED,2006-02-01,2006-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.831086,2025-09-05 06:27:09.831087
Fluoxetine Hydrochloride,0,1,COMPLETED,2006-02-01,2006-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.832898,2025-09-05 06:27:09.832900
Fluticasone,0,1,COMPLETED,2009-12-01,2009-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.834786,2025-09-05 06:27:09.834787
Fluticasone Propionate 100 mcg/Blister Oral Inhalation Powder/Respirent Pharmaceuticals,0,1,UNKNOWN,2021-08-13,2021-08-13,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.836616,2025-09-05 06:27:09.836618
Fluticasone Propionate MDPI,0,1,COMPLETED,2016-04-01,2016-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.838463,2025-09-05 06:27:09.838464
Fluvastatin,0,1,WITHDRAWN,2020-11-06,2020-11-06,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.840325,2025-09-05 06:27:09.840326
Fluvoxamine,0,1,COMPLETED,2013-12-01,2013-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.842151,2025-09-05 06:27:09.842152
Fluzoparib with Temozolomide,0,1,NOT_YET_RECRUITING,2025-07-10,2025-07-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:09.844033,2025-09-05 06:27:09.844034
