compound_id,chembl_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,data_source,compound_type,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL6574,CHEMBL6574,ChEMBL_CHEMBL6574,['ChEMBL_CHEMBL6574'],c1ccc(CN2CCN3CC(c4ccccc4)c4ccccc4C3C2)cc1,CHEMBL6574,success,354.50,4.69,0.0,2.0,3.0,6.48,3.0,27.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729850,,,
CHEMBL_CHEMBL6575,CHEMBL6575,ChEMBL_CHEMBL6575,['ChEMBL_CHEMBL6575'],CN1CCN2CC(c3ccc([N+](=O)[O-])cc3)c3ccc([N+](=O)[O-])cc3C2C1,CHEMBL6575,success,368.39,2.94,0.0,6.0,3.0,92.76,2.0,27.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729852,,,
CHEMBL_CHEMBL6459,CHEMBL6459,ChEMBL_CHEMBL6459,['ChEMBL_CHEMBL6459'],CN1CCN2CC(c3ccc(Cl)cc3)c3ccccc3C2C1,CHEMBL6459,success,312.84,3.77,0.0,2.0,1.0,6.48,2.0,22.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729854,,,
CHEMBL_CHEMBL266801,CHEMBL266801,ChEMBL_CHEMBL266801,['ChEMBL_CHEMBL266801'],CN1CCN2CC(c3ccc([N+](=O)[O-])cc3)c3ccccc3C2C1,CHEMBL266801,success,323.40,3.03,0.0,4.0,2.0,49.62,2.0,24.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729857,,,
CHEMBL_CHEMBL6566,CHEMBL6566,ChEMBL_CHEMBL6566,['ChEMBL_CHEMBL6566'],Cc1nc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)ccc1Br,CHEMBL6566,success,420.33,4.17,1.0,4.0,4.0,62.30,3.0,25.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729859,,,
CHEMBL_CHEMBL6570,CHEMBL6570,ChEMBL_CHEMBL6570,['ChEMBL_CHEMBL6570'],Nc1nc(N)c2nc(Sc3cccc(C(F)(F)F)c3)cnc2n1,CHEMBL6570,success,338.32,2.75,2.0,7.0,2.0,103.60,3.0,23.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729861,,,
CHEMBL_CHEMBL269472,CHEMBL269472,ChEMBL_CHEMBL269472,['ChEMBL_CHEMBL269472'],CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCN2CCCC2)cc1)c1ccccc1,CHEMBL269472,success,537.49,7.53,0.0,2.0,9.0,12.47,3.0,32.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729864,,,
CHEMBL_CHEMBL6512,CHEMBL6512,ChEMBL_CHEMBL6512,['ChEMBL_CHEMBL6512'],CCCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,CHEMBL6512,success,449.37,4.21,1.0,5.0,6.0,75.19,3.0,27.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729866,,,
CHEMBL_CHEMBL6800,CHEMBL6800,ChEMBL_CHEMBL6800,['ChEMBL_CHEMBL6800'],COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,CHEMBL6800,success,437.32,3.27,1.0,6.0,5.0,84.42,3.0,26.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729868,,,
CHEMBL_CHEMBL6376,CHEMBL6376,ChEMBL_CHEMBL6376,['ChEMBL_CHEMBL6376'],Cc1cc2c(cc1CC(C)N)OCO2,CHEMBL6376,success,193.25,1.61,1.0,3.0,2.0,44.48,1.0,14.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729871,,,
CHEMBL_CHEMBL6368,CHEMBL6368,p-IODOAMPHETAMINE,['p-IODOAMPHETAMINE'],CC(N)Cc1ccc(I)cc1,CHEMBL6368,success,261.11,2.18,1.0,1.0,2.0,26.02,1.0,11.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729873,,,
CHEMBL_CHEMBL6380,CHEMBL6380,ChEMBL_CHEMBL6380,['ChEMBL_CHEMBL6380'],COc1cc2nc(N3CCC(C(=O)Nc4ccccc4)CC3)nc(N)c2cc1OC,CHEMBL6380,success,407.47,3.08,2.0,7.0,5.0,102.60,3.0,30.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729876,,,
CHEMBL_CHEMBL415288,CHEMBL415288,ChEMBL_CHEMBL415288,['ChEMBL_CHEMBL415288'],COc1cc2nc(N3CCC(C(=O)N(C)Cc4ccccc4)CC3)nc(N)c2cc1OC,CHEMBL415288,success,435.53,3.10,1.0,7.0,6.0,93.81,3.0,32.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729878,,,
CHEMBL_CHEMBL6627,CHEMBL6627,ChEMBL_CHEMBL6627,['ChEMBL_CHEMBL6627'],CN1CCN2CC(c3ccccc3)c3ccccc3C2C1,CHEMBL6627,success,278.40,3.12,0.0,2.0,1.0,6.48,2.0,21.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729881,,,
CHEMBL_CHEMBL404992,CHEMBL404992,ChEMBL_CHEMBL404992,['ChEMBL_CHEMBL404992'],CCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1,CHEMBL404992,success,306.45,3.90,0.0,2.0,3.0,6.48,2.0,23.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729883,,,
CHEMBL_CHEMBL6543,CHEMBL6543,ChEMBL_CHEMBL6543,['ChEMBL_CHEMBL6543'],CCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,CHEMBL6543,success,435.35,3.82,1.0,5.0,5.0,75.19,3.0,26.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729885,,,
CHEMBL_CHEMBL269537,CHEMBL269537,ChEMBL_CHEMBL269537,['ChEMBL_CHEMBL269537'],COc1cc2nc(N3CCC(CC(=O)NCC4CC4)CC3)nc(N)c2cc1OC,CHEMBL269537,success,399.50,2.36,2.0,7.0,7.0,102.60,2.0,29.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729887,,,
CHEMBL_CHEMBL6842,CHEMBL6842,ChEMBL_CHEMBL6842,['ChEMBL_CHEMBL6842'],CC(N)Cc1ccc2c(c1)CCC2,CHEMBL6842,success,175.27,2.07,1.0,1.0,2.0,26.02,1.0,13.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729890,,,
CHEMBL_CHEMBL6664,CHEMBL6664,ChEMBL_CHEMBL6664,['ChEMBL_CHEMBL6664'],CCC(c1ccc(O)cc1)C(CC)c1cc(I)c(O)c(I)c1,CHEMBL6664,success,522.16,5.99,2.0,2.0,5.0,40.46,2.0,22.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729892,,,
CHEMBL_CHEMBL6732,CHEMBL6732,ChEMBL_CHEMBL6732,['ChEMBL_CHEMBL6732'],CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(Br)c1,CHEMBL6732,success,349.27,5.55,2.0,2.0,5.0,40.46,2.0,21.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729895,,,
CHEMBL_CHEMBL267600,CHEMBL267600,ChEMBL_CHEMBL267600,['ChEMBL_CHEMBL267600'],CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCN2CCCC2)cc1)c1ccccc1,CHEMBL267600,success,593.59,9.09,0.0,2.0,13.0,12.47,3.0,36.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729897,,,
CHEMBL_CHEMBL266508,CHEMBL266508,ChEMBL_CHEMBL266508,['ChEMBL_CHEMBL266508'],C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](C)C(=O)O)cc1,CHEMBL266508,success,418.45,2.49,3.0,6.0,7.0,115.65,3.0,31.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729899,,,
CHEMBL_CHEMBL6788,CHEMBL6788,ChEMBL_CHEMBL6788,['ChEMBL_CHEMBL6788'],C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC)C(=O)O)cc1,CHEMBL6788,success,446.51,3.27,3.0,6.0,9.0,115.65,3.0,33.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729902,,,
CHEMBL_CHEMBL6789,CHEMBL6789,ChEMBL_CHEMBL6789,['ChEMBL_CHEMBL6789'],CCCCNC(=O)CC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,CHEMBL6789,success,401.51,2.75,2.0,7.0,8.0,102.60,2.0,29.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729904,,,
CHEMBL_CHEMBL266684,CHEMBL266684,ChEMBL_CHEMBL266684,['ChEMBL_CHEMBL266684'],CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(I)cn3)cccc12,CHEMBL266684,success,453.31,3.71,1.0,4.0,4.0,62.30,3.0,24.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729907,,,
CHEMBL_CHEMBL6485,CHEMBL6485,ChEMBL_CHEMBL6485,['ChEMBL_CHEMBL6485'],CCC(c1ccc(O)c(Br)c1)C(CC)c1ccc(O)c(Br)c1,CHEMBL6485,success,428.16,6.31,2.0,2.0,5.0,40.46,2.0,22.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729909,,,
CHEMBL_CHEMBL266685,CHEMBL266685,ChEMBL_CHEMBL266685,['ChEMBL_CHEMBL266685'],C/N=C(/NC#N)NC1c2cnccc2OC(C)(C)[C@H]1O,CHEMBL266685,success,275.31,0.30,3.0,5.0,1.0,102.56,1.0,20.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729912,,,
CHEMBL_CHEMBL6744,CHEMBL6744,ChEMBL_CHEMBL6744,['ChEMBL_CHEMBL6744'],CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCCN2CCCC2)cc1)c1ccccc1,CHEMBL6744,success,621.65,9.87,0.0,2.0,15.0,12.47,3.0,38.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729914,,,
CHEMBL_CHEMBL268340,CHEMBL268340,ChEMBL_CHEMBL268340,['ChEMBL_CHEMBL268340'],CC12CCC(O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(OC=O)CC12O,CHEMBL268340,success,418.53,2.76,2.0,6.0,3.0,93.06,0.0,30.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729916,,,
CHEMBL_CHEMBL266927,CHEMBL266927,ChEMBL_CHEMBL266927,['ChEMBL_CHEMBL266927'],COc1cc2nc(N3CCC(C(N)=O)CC3)nc(N)c2cc1OC,CHEMBL266927,success,331.38,0.93,2.0,7.0,4.0,116.59,2.0,24.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729919,,,
CHEMBL_CHEMBL6617,CHEMBL6617,ChEMBL_CHEMBL6617,['ChEMBL_CHEMBL6617'],CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCN(C)C)cc1)c1ccccc1,CHEMBL6617,success,553.53,8.16,0.0,2.0,12.0,12.47,3.0,33.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729921,,,
CHEMBL_CHEMBL267035,CHEMBL267035,ChEMBL_CHEMBL267035,['ChEMBL_CHEMBL267035'],CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCN2CCCC2)cc1)c1ccccc1,CHEMBL267035,success,551.51,7.92,0.0,2.0,10.0,12.47,3.0,33.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729924,,,
CHEMBL_CHEMBL6425,CHEMBL6425,ChEMBL_CHEMBL6425,['ChEMBL_CHEMBL6425'],C/N=C(\NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O)NS(N)(=O)=O,CHEMBL6425,success,353.40,-0.50,4.0,6.0,2.0,149.83,1.0,24.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729926,,,
CHEMBL_CHEMBL6436,CHEMBL6436,ChEMBL_CHEMBL6436,['ChEMBL_CHEMBL6436'],C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)(C)C)c(F)c1,CHEMBL6436,success,492.55,3.96,3.0,6.0,7.0,115.65,3.0,36.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729928,,,
CHEMBL_CHEMBL6410,CHEMBL6410,ChEMBL_CHEMBL6410,['ChEMBL_CHEMBL6410'],CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCN2CCCC2)cc1)c1ccccc1,CHEMBL6410,success,607.62,9.48,0.0,2.0,14.0,12.47,3.0,37.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729931,,,
CHEMBL_CHEMBL6411,CHEMBL6411,ChEMBL_CHEMBL6411,['ChEMBL_CHEMBL6411'],CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)cn3)cccc12,CHEMBL6411,success,406.31,3.86,1.0,4.0,4.0,62.30,3.0,24.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729933,,,
CHEMBL_CHEMBL267833,CHEMBL267833,ChEMBL_CHEMBL267833,['ChEMBL_CHEMBL267833'],O=C1Nc2ccc(I)cc2C12OCCO2,CHEMBL267833,success,317.08,1.44,1.0,3.0,0.0,47.56,1.0,15.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729935,,,
CHEMBL_CHEMBL267834,CHEMBL267834,ChEMBL_CHEMBL267834,['ChEMBL_CHEMBL267834'],O=C1Nc2cc(Cl)ccc2C12OCCO2,CHEMBL267834,success,225.63,1.49,1.0,3.0,0.0,47.56,1.0,15.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729937,,,
CHEMBL_CHEMBL6382,CHEMBL6382,ChEMBL_CHEMBL6382,['ChEMBL_CHEMBL6382'],Cc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,CHEMBL6382,success,421.32,3.57,1.0,5.0,4.0,75.19,3.0,25.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729940,,,
CHEMBL_CHEMBL414200,CHEMBL414200,ChEMBL_CHEMBL414200,['ChEMBL_CHEMBL414200'],CN(C)c1cccc2c(S(=O)(=O)Nc3cccnn3)cccc12,CHEMBL414200,success,328.40,2.50,1.0,5.0,4.0,75.19,3.0,23.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729942,,,
CHEMBL_CHEMBL405,CHEMBL405,AMPHETAMINE,['AMPHETAMINE'],CC(N)Cc1ccccc1,CHEMBL405,success,135.21,1.58,1.0,1.0,2.0,26.02,1.0,10.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:07.729944,,,
CHEMBL_CHEMBL269303,CHEMBL269303,ChEMBL_CHEMBL269303,['ChEMBL_CHEMBL269303'],CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCN2CCCC2)cc1)c1ccccc1,CHEMBL269303,success,579.57,8.70,0.0,2.0,12.0,12.47,3.0,35.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729947,,,
CHEMBL_CHEMBL266039,CHEMBL266039,ChEMBL_CHEMBL266039,['ChEMBL_CHEMBL266039'],c1ccc(CCN2CCN3CC(c4ccccc4)c4ccccc4C3C2)cc1,CHEMBL266039,success,368.52,4.73,0.0,2.0,4.0,6.48,3.0,28.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729949,,,
CHEMBL_CHEMBL267705,CHEMBL267705,ChEMBL_CHEMBL267705,['ChEMBL_CHEMBL267705'],CCN(CC)C(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,CHEMBL267705,success,387.48,2.31,1.0,7.0,6.0,93.81,2.0,28.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729952,,,
CHEMBL_CHEMBL6431,CHEMBL6431,ChEMBL_CHEMBL6431,['ChEMBL_CHEMBL6431'],COc1cc2nc(N3CCC(C(=O)NCCO)CC3)nc(N)c2cc1OC,CHEMBL6431,success,375.43,0.55,3.0,8.0,6.0,122.83,2.0,27.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729954,,,
CHEMBL_CHEMBL6432,CHEMBL6432,ChEMBL_CHEMBL6432,['ChEMBL_CHEMBL6432'],Cc1c(C)c2c(c(C)c1O)CCC(C)(CN(C)CCOc1ccc(CC3SC(=O)NC3=O)cc1)O2,CHEMBL6432,success,498.65,4.31,2.0,7.0,8.0,88.10,2.0,35.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729956,,,
CHEMBL_CHEMBL6628,CHEMBL6628,ChEMBL_CHEMBL6628,['ChEMBL_CHEMBL6628'],O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,CHEMBL6628,success,246.19,-1.68,3.0,6.0,2.0,104.55,1.0,17.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729959,,,
CHEMBL_CHEMBL6533,CHEMBL6533,ChEMBL_CHEMBL6533,['ChEMBL_CHEMBL6533'],C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+],CHEMBL6533,success,352.30,-2.30,2.0,8.0,4.0,142.69,1.0,22.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729962,,,
CHEMBL_CHEMBL6579,CHEMBL6579,ChEMBL_CHEMBL6579,['ChEMBL_CHEMBL6579'],CC1OC(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)[C@@H](C5=CC(=O)OC5)C(O)CC43O)C2)C(O)C1O,CHEMBL6579,success,536.66,1.43,5.0,9.0,3.0,145.91,0.0,38.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729964,,,
CHEMBL_CHEMBL6638,CHEMBL6638,ChEMBL_CHEMBL6638,['ChEMBL_CHEMBL6638'],CCCCCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1,CHEMBL6638,success,348.53,5.07,0.0,2.0,6.0,6.48,2.0,26.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729966,,,
CHEMBL_CHEMBL266317,CHEMBL266317,ChEMBL_CHEMBL266317,['ChEMBL_CHEMBL266317'],COc1cc2nc(N3CCC(C(=O)NCCOc4ccccc4)CC3)nc(N)c2cc1OC,CHEMBL266317,success,451.53,2.64,2.0,8.0,8.0,111.83,3.0,33.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729969,,,
CHEMBL_CHEMBL267832,CHEMBL267832,ChEMBL_CHEMBL267832,['ChEMBL_CHEMBL267832'],C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)C)cc1,CHEMBL267832,success,446.51,3.12,3.0,6.0,8.0,115.65,3.0,33.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729971,,,
CHEMBL_CHEMBL6622,CHEMBL6622,ISOSORBIDE DINITRATE,['ISOSORBIDE DINITRATE'],O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],CHEMBL6622,success,236.14,-1.06,0.0,8.0,4.0,123.20,0.0,16.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:07.729973,,,
CHEMBL_CHEMBL6469,CHEMBL6469,ChEMBL_CHEMBL6469,['ChEMBL_CHEMBL6469'],C[C@]1(/C=C\C#N)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+],CHEMBL6469,success,322.27,-1.52,2.0,6.0,3.0,135.77,0.0,20.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729976,,,
CHEMBL_CHEMBL269471,CHEMBL269471,ChEMBL_CHEMBL269471,['ChEMBL_CHEMBL269471'],C[C@]1(/C=C/C#N)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+],CHEMBL269471,success,322.27,-1.52,2.0,6.0,3.0,135.77,0.0,20.0,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:06:07.729978,,,
CHEMBL_CHEMBL285674,CHEMBL285674,ESTAZOLAM,['ESTAZOLAM'],Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,CHEMBL285674,success,294.75,3.27,0.0,4.0,1.0,43.07,3.0,21.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783046,,,
CHEMBL_CHEMBL797,CHEMBL797,PHENSUXIMIDE,['PHENSUXIMIDE'],CN1C(=O)CC(c2ccccc2)C1=O,CHEMBL797,success,189.21,1.16,0.0,2.0,1.0,37.38,1.0,14.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783060,,,
CHEMBL_CHEMBL34259,CHEMBL34259,METHOTREXATE,['METHOTREXATE'],CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,success,454.45,0.27,5.0,10.0,9.0,210.54,3.0,33.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783063,,,
CHEMBL_CHEMBL284092,CHEMBL284092,GEPIRONE,['GEPIRONE'],CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,CHEMBL284092,success,359.47,1.55,0.0,6.0,6.0,69.64,1.0,26.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783066,,,
CHEMBL_CHEMBL799,CHEMBL799,CILOSTAZOL,['CILOSTAZOL'],O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CHEMBL799,success,369.47,3.46,1.0,6.0,7.0,81.93,2.0,27.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783069,,,
CHEMBL_CHEMBL802,CHEMBL802,MINOXIDIL,['MINOXIDIL'],Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CHEMBL802,success,209.25,-0.13,2.0,5.0,1.0,95.11,1.0,15.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783071,,,
CHEMBL_CHEMBL154,CHEMBL154,NAPROXEN,['NAPROXEN'],COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CHEMBL154,success,230.26,3.04,1.0,2.0,3.0,46.53,2.0,17.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783074,,,
CHEMBL_CHEMBL416956,CHEMBL416956,MEFLOQUINE,['MEFLOQUINE'],OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,CHEMBL416956,success,378.32,4.45,2.0,3.0,2.0,45.15,2.0,26.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783077,,,
CHEMBL_CHEMBL803,CHEMBL803,CYTARABINE,['CYTARABINE'],Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,CHEMBL803,success,243.22,-2.56,4.0,8.0,2.0,130.83,1.0,17.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783079,,,
CHEMBL_CHEMBL806,CHEMBL806,FLUTAMIDE,['FLUTAMIDE'],CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CHEMBL806,success,276.21,3.21,1.0,3.0,3.0,72.24,1.0,19.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783082,,,
CHEMBL_CHEMBL807,CHEMBL807,MEMANTINE,['MEMANTINE'],CC12CC3CC(C)(C1)CC(N)(C3)C2,CHEMBL807,success,179.31,2.69,1.0,1.0,0.0,26.02,0.0,13.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783084,,,
CHEMBL_CHEMBL808,CHEMBL808,ECONAZOLE,['ECONAZOLE'],Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,CHEMBL808,success,381.69,5.80,0.0,3.0,6.0,27.05,3.0,24.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783087,,,
CHEMBL_CHEMBL809,CHEMBL809,SERTRALINE,['SERTRALINE'],CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CHEMBL809,success,306.24,5.18,1.0,1.0,2.0,12.03,2.0,20.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783090,,,
CHEMBL_CHEMBL36715,CHEMBL36715,PIRACETAM,['PIRACETAM'],NC(=O)CN1CCCC1=O,CHEMBL36715,success,142.16,-0.91,1.0,2.0,2.0,63.40,0.0,10.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783092,,,
CHEMBL_CHEMBL810,CHEMBL810,TEMOZOLOMIDE,['TEMOZOLOMIDE'],Cn1nnc2c(C(N)=O)ncn2c1=O,CHEMBL810,success,194.15,-2.08,1.0,7.0,1.0,108.17,2.0,14.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783095,,,
CHEMBL_CHEMBL37390,CHEMBL37390,PROXYPHYLLINE,['PROXYPHYLLINE'],CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,CHEMBL37390,success,238.25,-1.19,1.0,7.0,2.0,82.05,2.0,17.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783098,,,
CHEMBL_CHEMBL811,CHEMBL811,BROMPHENIRAMINE,['BROMPHENIRAMINE'],CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,CHEMBL811,success,319.25,3.93,0.0,2.0,5.0,16.13,2.0,19.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783101,,,
CHEMBL_CHEMBL37744,CHEMBL37744,ZIMELDINE,['ZIMELDINE'],CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,CHEMBL37744,success,317.23,3.84,0.0,2.0,4.0,16.13,2.0,19.0,0,,,,4.0,Phase_4.0,,chembl_robust,Small molecule,2025-09-01T16:06:09.783103,,,
