chembl_id,canonical_smiles,primary_drug,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,tox_herg_ic50_uM,tox_herg_risk,tox_cyp3a4_inhib,tox_cyp2d6_inhib,tox_cyp1a2_inhib,tox_cyp_risk,tox_ames,tox_ames_risk,tox_dili_risk,tox_bbb_perm,tox_data_sources
CHEMBL266321,CCNc1cccnc1N1CCN(C(=O)c2nc3ccccc3o2)CC1,ChEMBL_CHEMBL266321,351.41,2.62,1.0,6.0,4.0,74.5,3.0,26.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL7061,C=C1[C@@H](CC(N)=O)[C@H]1CCCCCCCC,ChEMBL_CHEMBL7061,223.36,3.41,1.0,1.0,9.0,43.09,0.0,16.0,0,,,,,medium,,,,low,,low,low,,[]
CHEMBL268071,FC(F)(F)c1nnc2c(NC3CCCC3)nc3ccccc3n12,ChEMBL_CHEMBL268071,321.31,3.65,1.0,5.0,2.0,55.11,3.0,23.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL266978,CCCc1nnc2c(NC3CCCC3)nc3ccccc3n12,ChEMBL_CHEMBL266978,295.39,3.58,1.0,5.0,4.0,55.11,3.0,22.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL6743,CCOC(=O)c1cc2ccccn2/c(=N/c2ccc(F)cc2)n1,ChEMBL_CHEMBL6743,311.32,2.88,0.0,5.0,3.0,55.96,3.0,23.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL7044,CCOC(=O)c1cc2ccccn2/c(=N/c2ccc(Br)cc2)n1,ChEMBL_CHEMBL7044,372.22,3.51,0.0,5.0,3.0,55.96,3.0,23.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL266269,CC[C@@H]1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1C,ChEMBL_CHEMBL266269,310.32,4.34,2.0,3.0,1.0,45.15,2.0,22.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL7053,CC[C@H]1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1C,ChEMBL_CHEMBL7053,310.32,4.34,2.0,3.0,1.0,45.15,2.0,22.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL6869,C=C1[C@@H](CC(N)=O)[C@H]1CCCCCCCCCCCC,ChEMBL_CHEMBL6869,279.47,4.98,1.0,1.0,13.0,43.09,0.0,20.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL268377,COc1ccc(S(=O)(=O)N2CN(C(C)C)C(=O)C[C@@H]2C(=O)NO)cc1,ChEMBL_CHEMBL268377,371.42,0.16,2.0,6.0,5.0,116.25,1.0,25.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL7108,COc1ccc(S(=O)(=O)N2CN(C(C)(C)C)C(=O)C[C@@H]2C(=O)NO)cc1,ChEMBL_CHEMBL7108,385.44,0.55,2.0,6.0,4.0,116.25,1.0,26.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL7134,Nc1nc(N)c2c(CCc3ccc4ccccc4c3)cccc2n1,ChEMBL_CHEMBL7134,314.39,3.73,2.0,4.0,3.0,77.82,4.0,24.0,0,,,,,high,,,,medium,,high,medium,,[]
CHEMBL266875,Nc1nc(N)c2c(CSc3ccc(Cl)cc3)cccc2n1,ChEMBL_CHEMBL266875,316.82,3.74,2.0,5.0,3.0,77.82,3.0,21.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL267005,CCCC/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(Oc2ccccc2)c1,ChEMBL_CHEMBL267005,366.42,4.2,1.0,5.0,8.0,77.23,3.0,27.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL267241,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1ccc2c(c1)C=C/C2=C\Cn1oc(=O)[nH]c1=O,ChEMBL_CHEMBL267241,497.43,4.8,1.0,7.0,6.0,103.26,4.0,36.0,0,,,,,high,,,,high,,high,medium,,[]
CHEMBL267850,CC(C)[C@@H]1CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,ChEMBL_CHEMBL267850,310.32,4.34,2.0,3.0,1.0,45.15,2.0,22.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL7193,Nc1nc(O)c2ncn(COCCOP(=O)(O)OP(=O)(O)O)c2n1,ACYCLOVIR DIPHOSPHATE,385.17,-0.69,5.0,11.0,8.0,212.37,2.0,24.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL7194,O=c1[nH]c(=O)c2ncn(CCCCCP(=O)(O)CP(=O)(O)O)c2[nH]1,ChEMBL_CHEMBL7194,380.23,-0.01,5.0,6.0,8.0,178.37,2.0,24.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL266574,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(C#CC(C)n2oc(=O)[nH]c2=O)c1,ChEMBL_CHEMBL266574,485.42,4.3,1.0,7.0,5.0,103.26,4.0,35.0,0,,,,,high,,,,high,,high,medium,,[]
CHEMBL7349,Cc1oc(-c2ccccc2)nc1COc1cccc(C#CC(C)n2oc(=O)[nH]c2=O)c1,ChEMBL_CHEMBL7349,417.42,3.28,1.0,7.0,5.0,103.26,4.0,31.0,0,,,,,high,,,,medium,,high,medium,,[]
CHEMBL268326,C[C@@H]1C[C@H](C)c2cc3c(C(F)(F)F)cc(O)nc3cc2N1,ChEMBL_CHEMBL268326,296.29,4.27,2.0,3.0,0.0,45.15,2.0,21.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL7243,[S-]c1nc2ccccc2c2cccc[n+]12,ChEMBL_CHEMBL7243,212.28,1.88,0.0,2.0,0.0,16.99,3.0,15.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL1682,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,SORBITOL,182.17,-3.59,6.0,6.0,5.0,121.38,0.0,12.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL490665,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl,NALFURAFINE HYDROCHLORIDE,513.03,3.09,2.0,6.0,5.0,86.38,2.0,35.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1683,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,HYDROCORTISONE BUTYRATE,432.56,3.13,2.0,6.0,5.0,100.9,0.0,31.0,0,,,,,medium,,,,medium,,low,medium,,[]
CHEMBL514446,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,DEHYDROCHOLIC ACID,402.53,4.07,1.0,4.0,4.0,88.51,0.0,29.0,0,,,,,medium,,,,high,,low,medium,,[]
CHEMBL502182,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F.[Na+],ELAGOLIX SODIUM,653.58,5.54,2.0,7.0,12.0,102.56,4.0,45.0,0,,,,,medium,,,,high,,high,medium,,[]
CHEMBL1684,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,BENDROFLUMETHIAZIDE,421.42,1.63,3.0,5.0,3.0,118.36,2.0,27.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL503160,O=C(O)/C=C/C(=O)O,FUMARIC ACID,116.07,-0.29,2.0,2.0,2.0,74.6,0.0,8.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL508102,CCOC(=O)n1ccn(C)c1=S,CARBIMAZOLE,186.24,1.56,0.0,5.0,1.0,36.16,1.0,12.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL1685,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,DEZOCINE,245.37,3.11,2.0,2.0,0.0,46.25,1.0,18.0,0,,,,,medium,,,,low,,low,low,,[]
CHEMBL515408,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MARIBAVIR,376.24,1.77,4.0,7.0,4.0,99.77,2.0,24.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL484785,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,CRISABOROLE,251.05,,,,,,,,0,,,,,unknown,,,,unknown,,unknown,unknown,,[]
CHEMBL502835,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,NINTEDANIB,539.64,3.62,2.0,7.0,7.0,94.22,3.0,40.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1689,Cl.c1ccc(CC2=NCCN2)cc1,TOLAZOLINE HYDROCHLORIDE,196.68,1.23,1.0,2.0,2.0,24.39,1.0,12.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL1690,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,HYDROXYCHLOROQUINE SULFATE,433.96,3.78,2.0,4.0,9.0,48.39,2.0,23.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL588046,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl,QUININE HYDROCHLORIDE,360.89,3.17,1.0,4.0,4.0,45.59,2.0,24.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL535650,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,MEFLOQUINE HYDROCHLORIDE,414.78,4.45,2.0,3.0,2.0,45.15,2.0,26.0,0,,,,,medium,,,,high,,medium,medium,,[]
CHEMBL1691,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,BETAXOLOL HYDROCHLORIDE,343.9,2.39,2.0,4.0,11.0,50.72,1.0,22.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL542541,Cl.NNc1nncc2ccccc12,HYDRALAZINE HYDROCHLORIDE,196.64,0.92,2.0,4.0,1.0,63.83,2.0,12.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL544665,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,FINGOLIMOD HYDROCHLORIDE,343.94,3.2,3.0,3.0,12.0,66.48,1.0,22.0,0,,,,,medium,,,,medium,,low,medium,,[]
CHEMBL544428,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,MIANSERIN HYDROCHLORIDE,300.83,3.08,0.0,2.0,0.0,6.48,2.0,20.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1692,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,IMIPRAMINE HYDROCHLORIDE,316.88,3.88,0.0,2.0,4.0,6.48,2.0,21.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1693,CCN(CC)C(C)C(=O)c1ccccc1.Cl,DIETHYLPROPION HYDROCHLORIDE,241.76,2.6,0.0,2.0,5.0,20.31,1.0,15.0,0,,,,,medium,,,,low,,low,low,,[]
CHEMBL1694,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,BENAZEPRIL HYDROCHLORIDE,460.96,2.57,2.0,5.0,9.0,95.94,2.0,31.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL1695,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C.Cl,TIAGABINE HYDROCHLORIDE,412.02,5.04,1.0,4.0,6.0,40.54,2.0,25.0,0,,,,,medium,,,,high,,medium,medium,,[]
CHEMBL1696,CNCCCN1c2ccccc2CCc2ccccc21.Cl,DESIPRAMINE HYDROCHLORIDE,302.85,3.53,1.0,2.0,4.0,15.27,2.0,20.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1697,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,DILTIAZEM HYDROCHLORIDE,450.99,3.37,0.0,6.0,6.0,59.08,2.0,29.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1698,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,BUPROPION HYDROCHLORIDE,276.21,3.3,1.0,2.0,3.0,29.1,1.0,16.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL1699,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,MEMANTINE HYDROCHLORIDE,215.77,2.69,1.0,1.0,0.0,26.02,0.0,13.0,0,,,,,medium,,,,low,,low,low,,[]
CHEMBL1700,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,SOTALOL HYDROCHLORIDE,308.83,1.09,3.0,4.0,6.0,78.43,1.0,18.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL552659,Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,FLUNARIZINE HYDROCHLORIDE,477.43,5.39,0.0,2.0,6.0,6.48,3.0,30.0,0,,,,,medium,,,,high,,medium,medium,,[]
CHEMBL1701,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,MEPERIDINE HYDROCHLORIDE,283.8,2.21,0.0,3.0,3.0,29.54,1.0,18.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL1702,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl,ATOMOXETINE HYDROCHLORIDE,291.82,3.72,1.0,2.0,6.0,21.26,2.0,19.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL1703,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE,165.63,-1.03,4.0,2.0,0.0,88.99,0.0,9.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL1705,Cl.Clc1cccc(Cl)c1NC1=NCCN1,CLONIDINE HYDROCHLORIDE,266.56,2.36,2.0,3.0,1.0,36.42,1.0,14.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL1706,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,NAPHAZOLINE HYDROCHLORIDE,246.74,2.38,1.0,2.0,2.0,24.39,2.0,16.0,0,,,,,medium,,,,low,,medium,low,,[]
CHEMBL1707,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl,LOPERAMIDE HYDROCHLORIDE,513.51,5.09,1.0,3.0,7.0,43.78,3.0,34.0,0,,,,,medium,,,,high,,medium,medium,,[]
CHEMBL559180,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,ISOXSUPRINE HYDROCHLORIDE,337.85,2.87,3.0,4.0,7.0,61.72,2.0,22.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL1708,Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,PAROXETINE HYDROCHLORIDE,365.83,3.33,1.0,4.0,4.0,39.72,2.0,24.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1709,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,SERTRALINE HYDROCHLORIDE,342.7,5.18,1.0,1.0,2.0,12.03,2.0,20.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL535396,CC(N)C12CC3CC(CC(C3)C1)C2.Cl,RIMANTADINE HYDROCHLORIDE,215.77,2.55,1.0,1.0,1.0,26.02,0.0,13.0,0,,,,,medium,,,,low,,low,low,,[]
CHEMBL537669,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O.Cl,YOHIMBINE HYDROCHLORIDE,390.91,2.65,2.0,4.0,1.0,65.56,2.0,26.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL1711,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,ISOPROTERENOL HYDROCHLORIDE,247.72,1.13,4.0,4.0,4.0,72.72,1.0,15.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL1713,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,CHLORPROMAZINE HYDROCHLORIDE,355.33,4.89,0.0,3.0,4.0,6.48,2.0,21.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL556578,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.Cl,MORPHINE HYDROCHLORIDE,321.8,1.2,2.0,4.0,0.0,52.93,1.0,21.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL1714,CNC1(c2ccccc2Cl)CCCCC1=O.Cl,KETAMINE HYDROCHLORIDE,274.19,2.9,1.0,2.0,2.0,29.1,1.0,16.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL1715,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,PIOGLITAZONE HYDROCHLORIDE,392.91,3.16,1.0,5.0,7.0,68.29,2.0,25.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1716,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl,CYPROHEPTADINE HYDROCHLORIDE,323.87,4.7,0.0,1.0,0.0,3.24,2.0,22.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1717,Cl.Clc1ccccc1CN1CCc2sccc2C1,TICLOPIDINE HYDROCHLORIDE,300.25,3.96,0.0,2.0,2.0,3.24,2.0,17.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1718,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,NALOXONE HYDROCHLORIDE,363.84,1.3,2.0,5.0,2.0,70.0,1.0,24.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL539770,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl,TERODILINE HYDROCHLORIDE,317.9,4.99,1.0,1.0,5.0,12.03,2.0,21.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1719,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,OLOPATADINE HYDROCHLORIDE,373.88,3.59,1.0,3.0,5.0,49.77,2.0,25.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL1720,Cl.O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,PALONOSETRON HYDROCHLORIDE,332.88,2.66,0.0,2.0,1.0,23.55,1.0,22.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL1722,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,METHYLPHENIDATE HYDROCHLORIDE,269.77,2.09,1.0,3.0,3.0,38.33,1.0,17.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL1722,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,METHYLPHENIDATE HYDROCHLORIDE,269.77,2.09,1.0,3.0,3.0,38.33,1.0,17.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL1723,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl,ALFUZOSIN HYDROCHLORIDE,425.92,1.35,2.0,8.0,8.0,111.83,2.0,28.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL1724,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],MEPENZOLATE BROMIDE,420.35,2.7,1.0,3.0,4.0,46.53,2.0,25.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL1725,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,IOPROMIDE,791.11,-0.41,6.0,8.0,11.0,168.66,1.0,32.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL1726,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],NISOLDIPINE,388.42,3.2,1.0,7.0,6.0,107.77,1.0,28.0,0,,,,,medium,,,,medium,,low,medium,,[]
CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,CEPHALEXIN ANHYDROUS,347.4,0.44,3.0,5.0,4.0,112.73,1.0,24.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL1728,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,LOMEFLOXACIN HYDROCHLORIDE,387.81,1.8,2.0,5.0,3.0,74.57,2.0,25.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,CISAPRIDE,465.95,3.36,2.0,6.0,9.0,86.05,2.0,32.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL561157,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)[O-])c3C[C@H]2C[C@H]1O.[Na+],TREPROSTINIL SODIUM,412.5,3.58,3.0,4.0,10.0,86.99,1.0,28.0,0,,,,,medium,,,,medium,,low,medium,,[]
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,CEFOTAXIME,455.47,-0.62,3.0,11.0,7.0,173.51,1.0,30.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL1731,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,MEZLOCILLIN,539.59,-0.23,3.0,8.0,6.0,173.5,1.0,36.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL1732,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,DIHYDROERGOTAMINE,583.69,2.08,3.0,6.0,4.0,118.21,3.0,43.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL564085,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,TROLEANDOMYCIN,813.98,3.62,0.0,16.0,9.0,184.19,0.0,57.0,0,,,,,medium,,,,medium,,low,medium,,[]
CHEMBL553025,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,VINORELBINE,778.95,4.75,2.0,11.0,7.0,133.87,3.0,57.0,0,,,,,medium,,,,high,,medium,medium,,[]
CHEMBL539697,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,DABIGATRAN ETEXILATE,627.75,5.81,3.0,10.0,15.0,151.53,4.0,46.0,0,,,,,medium,,,,high,,high,medium,,[]
CHEMBL1734,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,SOLIFENACIN,362.47,3.86,0.0,3.0,2.0,32.78,2.0,27.0,0,,,,,medium,,,,medium,,medium,medium,,[]
CHEMBL551466,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],ACLIDINIUM BROMIDE,564.57,4.67,1.0,6.0,9.0,55.76,3.0,33.0,0,,,,,medium,,,,high,,medium,medium,,[]
CHEMBL1735,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,INDINAVIR SULFATE,711.88,2.87,4.0,7.0,11.0,118.03,3.0,45.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL550495,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-],METHYLENE BLUE,373.91,2.5,0.0,3.0,1.0,19.14,1.0,20.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL1736,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,METRIZOIC ACID,627.94,3.14,2.0,3.0,3.0,86.71,1.0,21.0,0,,,,,medium,,,,medium,,low,medium,,[]
CHEMBL557555,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CIPROFIBRATE,289.16,3.59,1.0,2.0,4.0,46.53,1.0,18.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL538943,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,VINORELBINE TARTRATE,1079.12,4.75,2.0,11.0,7.0,133.87,3.0,57.0,0,,,,,medium,,,,high,,medium,medium,,[]
CHEMBL1737,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,SILDENAFIL CITRATE,666.71,1.61,1.0,8.0,7.0,113.42,3.0,33.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL1737,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,SILDENAFIL CITRATE,666.71,1.61,1.0,8.0,7.0,113.42,3.0,33.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL550348,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,DEFERASIROX,373.37,3.71,3.0,6.0,4.0,108.47,4.0,28.0,0,,,,,medium,,,,medium,,high,medium,,[]
CHEMBL1738,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,DEXRAZOXANE,268.27,-2.71,2.0,6.0,3.0,98.82,0.0,19.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL1739,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-],METOCURINE IODIDE,906.64,7.45,0.0,6.0,4.0,55.38,4.0,48.0,0,,,,,medium,,,,high,,high,medium,,[]
