canonical_smiles,primary_drug,approved,approval_status,max_clinical_phase
CC(C)C[C@H]1[C@@H](c2ccccc2)OC(=O)N1CCCN1CCCCCC1,IPENOXAZONE,0,Phase II,2.0
COc1cc(C(O)CNC(C)CCn2cnc3ccccc32)ccc1O,IMOXITEROL,0,Phase II,2.0
NC(=O)NC1CCC(=O)c2sccc21,SULBENOX,0,Phase II,2.0
COc1ccc(NS(=O)(=O)c2ccc(NC(c3c(C)n(C)n(-c4ccccc4)c3=O)S(=O)(=O)O)cc2)nn1,SULFAMAZONE,0,Phase II,2.0
CNS(=O)(=O)c1cc(OC)c(OC)c(C(=O)NCC2CCCN2C)c1,SULVERAPRIDE,0,Phase II,2.0
CN1CCN(C23CCC(c4ccccc42)c2ccccc23)CC1,TRAZITILINE,0,Phase II,2.0
CCCc1ccc(OCC(=O)N2CCN(C(=O)COc3ccc(CCC)cc3OC)CC2)c(OC)c1,SIMETRIDE,0,Phase II,2.0
Cc1ccc(/C=N/n2c(-c3ccccc3)csc2=S)cc1,FEZATIONE,0,Phase II,2.0
N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,CINOLAZEPAM,0,Phase II,2.0
CN(CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)[C@H](c1ccccc1)N1CCN(CC2CC2)CC1,FIGOPITANT,0,Phase II,2.0
CC[C@]12C=CCN3CCc4c(n(c5ccccc45)C(COC(=O)c4cc(OC)c(OC)c(OC)c4)=C1)[C@@H]32,VINMEGALLATE,0,Phase II,2.0
OCCOCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,PIPOXIZINE,0,Phase II,2.0
Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(SC(F)(F)F)cc1,TOLTRAZURIL,0,Phase II,2.0
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C(F)(F)F)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,FLUMEDROXONE,0,Phase II,2.0
NS(=O)(=O)c1ccc(NC(=O)OCCO)cc1,SULOCARBILATE,0,Phase II,2.0
CCOCn1cnc2c1c(=O)n(CCCCC(C)(C)O)c(=O)n2C,TORBAFYLLINE,0,Phase II,2.0
CCN(CCCl)Cc1csc2ccc(Br)cc12,MITOTENAMINE,0,Phase II,2.0
CCC1C(=O)NC(=O)C1(C)c1ccccc1,FENIMIDE,0,Phase II,2.0
CCC(C)N(CC(O)c1cccn1Cc1ccccc1Cl)C(C)CC,VIMINOL,0,Phase II,2.0
CNC(=O)Oc1ccc(-c2ccccc2)cc1,PAXAMATE,0,Phase II,2.0
CCOP(=S)(Oc1cccc2cccnc12)c1ccccc1,QUINTIOFOS,0,Phase II,2.0
Cc1cccc2c1NC(=O)C2(c1ccc(OS(=O)(=O)O)cc1)c1ccc(OS(=O)(=O)O)cc1,SULISATIN,0,Phase II,2.0
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)n(-c2cccc(Cl)c2)n1,SULFACLORAZOLE,0,Phase II,2.0
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@H](O)C1)[C@@H]32,VINCANOL,0,Phase II,2.0
CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,PAMICOGREL,0,Phase II,2.0
Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,TOPRILIDINE,0,Phase II,2.0
COc1ccc2c(c1)CN(C(=O)C(=O)O)CCS2,ALADORIAN,0,Phase II,2.0
COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1N1CCC(N2CCCC2)CC1,BALAMAPIMOD,0,Phase II,2.0
C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H]([C@@H](C)CC)CC[C@@H]23)C[C@H]1O,BECOCALCIDIOL,0,Phase II,2.0
CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1,BISOCTRIZOLE,0,Phase II,2.0
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(OCC(=O)O)c(C(C)(C)C)c1,CAMOBUCOL,0,Phase II,2.0
COc1ccc([C@H](C)Cn2cc[nH]c2=O)cc1OCC1CC1,CATRAMILAST,0,Phase II,2.0
Cc1ccc(S(=O)(=O)O)cc1.N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)C(c1ccc(F)cc1)c1ccc(F)cc1,DENAGLIPTIN TOSYLATE,0,Phase II,2.0
Cc1ccc(S(=O)(=O)O)cc1.Clc1ccc(OC[C@H]2CCN2)cn1,TEBANICLINE TOSYLATE,0,Phase II,2.0
CCOCc1cc(OC)c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(OC)c1,FIRATEGRAST,0,Phase II,2.0
CO[P@](=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,FOSDEVIRINE,0,Phase II,2.0
O=C(O)c1ccc(CCCc2c(CCNS(=O)(=O)Cc3ccccc3C(F)(F)F)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1,GIRIPLADIB,0,Phase II,2.0
NC(=O)C1=C(O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3=C(O)[C@]2(O)C1=O,INCYCLINIDE,0,Phase II,2.0
NC(=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CC(O)CO)C(=O)CC(=O)N(CC(O)CO)c2c(I)c(C(N)=O)c(I)c(C(=O)NCC(O)CO)c2I)c1I,IOSIMENOL,0,Phase II,2.0
CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](CSc6nncn6C)(c6ccc(Cl)cc6)O5)cc4)CC3)cc2)c1=O,MITRATAPIDE,0,Phase II,2.0
COc1ccc(OC(=O)N(CC(=O)O)[C@@H](C)c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,PELIGLITAZAR,0,Phase II,2.0
COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(SCc3cccc(F)c3F)cc(=O)c3ccccc32)CC1,RILAPLADIB,0,Phase II,2.0
Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1OC(C)(C)C(=O)O,SODELGLITAZAR,0,Phase II,2.0
Cc1ccc(Sc2ccccc2C2CCNCC2)cc1,TEDATIOXETINE,0,Phase II,2.0
CCCc1c(SCCCOc2ccc(C(C)=O)c(OCCCC(=O)O)c2CCC)ccc(C(C)=O)c1O,TIPELUKAST,0,Phase II,2.0
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C(C)(C)C(=O)OC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,TISOCALCITATE,0,Phase II,2.0
Cl.c1cc2c3c(c1)[C@H]1CCC[C@H]1CN3CCNC2,VABICASERIN HYDROCHLORIDE,0,Phase II,2.0
CS(=O)(=O)O.Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,VESTIPITANT MESYLATE,0,Phase II,2.0
CN1C[C@H]2C[C@@H](NC(=O)c3n[nH]c4ccccc34)C[C@@H](C1)N2C,INDISETRON,0,Phase II,2.0
O=C(CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,LEVOPHENACYLMORPHAN,0,Phase II,2.0
CNC(=O)c1c([131I])c(NC(C)=O)c([131I])c(C(=O)[O-])c1[131I].[Na+],IOTHALAMATE SODIUM I 131,0,Phase II,2.0
OCCN1CCCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,HOMOFENAZINE,0,Phase II,2.0
CCN(C(C)=O)c1c(I)cc(I)c(CCC(=O)O)c1I,IOPROCEMIC ACID,0,Phase II,2.0
CCC(Cc1c(I)cc(I)c(N2CCCC2=O)c1I)C(=O)O,IOLIDONIC ACID,0,Phase II,2.0
O=C(c1c(I)c(C(=O)N(CCO)CCO)c(I)c(C(=O)N(CCO)CCO)c1I)N(CCO)CCO,IOSIMIDE,0,Phase II,2.0
CCCCCCCCCCCC(=O)c1ccc(OCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],LAURALKONIUM CHLORIDE,0,Phase II,2.0
CCC(N)C1(O)Cc2ccccc2C1,INDANOREX,0,Phase II,2.0
CC(C)(C)c1ccc(CCC(O)COc2ccc(C(=O)O)cc2)cc1,LIFIBROL,1,Phase III,3.0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,GEFARNATE,1,Phase III,3.0
CCCCOCCOC(=O)c1cccnc1,NICOBOXIL,1,Phase III,3.0
COc1ccc2[n-]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.[Na+],OMEPRAZOLE SODIUM,1,Phase III,3.0
CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O,RANIMUSTINE,1,Phase III,3.0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,PREGNENOLONE SUCCINATE,1,Phase III,3.0
CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@@H]12,PROMESTRIENE,1,Phase III,3.0
CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,SURICLONE,1,Phase III,3.0
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1,CEFALONIUM,0,Phase II,2.0
C/C(=N\Nc1ccc(S(C)(=O)=O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,LINAROTENE,0,Phase II,2.0
CCN(CC)CCO/C(=C1\C2CC3C(C2)C13)c1ccccc1,TREPTILAMINE,0,Phase II,2.0
CCc1cc(S(=O)(=O)O)c2cc(C(C)C)cccc1-2,EGUALEN,0,Phase II,2.0
CCNCC(O)c1cccc(OC(=O)C(C)(C)C)c1,ETILEFRINE PIVALATE,0,Phase II,2.0
CCCCOc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC2OCCO2)CC1,DOBUPRIDE,0,Phase II,2.0
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,ETOFENPROX,0,Phase II,2.0
N=C(NCCCc1c[nH]cn1)NCCNc1ccccn1,GAPROMIDINE,0,Phase II,2.0
CC(C)(Cc1ccc(Cl)cc1)NCCO,ETOLOREX,0,Phase II,2.0
Clc1ccc(OCCCOC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,ZOFICONAZOLE,0,Phase II,2.0
O=C(O)CN1CSC(=S)N(Cc2ccccc2)C1,BENSULDAZIC ACID,0,Phase II,2.0
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C1c3ccccc3Oc3ccccc31)C2.[Br-],TRANTELINIUM BROMIDE,0,Phase II,2.0
CCc1ccc(I)c(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,GALTIFENIN,0,Phase II,2.0
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCC3)c1,TOLINDATE,0,Phase II,2.0
C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,ULDAZEPAM,0,Phase II,2.0
O=C1CCC2NCCc3c2n1c1ccc(Cl)cc31,VINCANTRIL,0,Phase II,2.0
CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C,DIFENAMIZOLE,0,Phase II,2.0
CN(C)CC/C=C1\c2ccccc2CNc2cc(Cl)ccc21,ELANZEPINE,0,Phase II,2.0
COc1ccc(/C=C/CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1OC,TRELNARIZINE,0,Phase II,2.0
CCOP(=O)(NC(=S)Nc1ccccc1NC(=O)NS(=O)(=O)c1ccc(C)cc1)OCC,UREDOFOS,0,Phase II,2.0
CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1,DIPHOXAZIDE,0,Phase II,2.0
O=C1c2cc(Cl)ccc2OC2CCON12,SECLAZONE,0,Phase II,2.0
COc1cc(C2(C)OCC(CN3CCOCC3)O2)cc(OC)c1OC,TRIXOLANE,0,Phase II,2.0
CC(=O)Oc1ccc(CC(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)c2ccccc2)cc1,TROPODIFENE,0,Phase II,2.0
CCC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(C)nc21,VEROFYLLINE,0,Phase II,2.0
CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC[C@@H]2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1,VOLPRISTIN,0,Phase II,2.0
CCC(C(=O)O)c1ccc(-c2ccccc2)cc1,XENBUCIN,0,Phase II,2.0
CN1[C@@H]2CC[C@H]1C[C@@H](OC1c3ccccc3C=Cc3ncccc31)C2,TROPIRINE,0,Phase II,2.0
COCCCC/C(=N/OCCN)c1ccc(Cl)cc1,CLOVOXAMINE,0,Phase II,2.0
CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1[C@H]2C/C(=C/COCCCC(=O)O)C[C@H]2C[C@H]1O,EPTALOPROST,0,Phase II,2.0
CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,UFENAMATE,0,Phase II,2.0
CCCC(=O)C1=C(O)C(C)(C)C(O)=C(Cc2c(OC)cc(O)c(C(=O)CCC)c2O)C1=O,DESASPIDIN,0,Phase II,2.0
CCN(CC)CCOC(=O)N1CCC(Cc2ccccc2)CC1,BENRIXATE,0,Phase II,2.0
Cc1ccc(S(=O)(=O)NC(=O)N2CCCC2)cc1,TOLPYRRAMIDE,0,Phase II,2.0
C#CC(OC(N)=O)c1ccccc1,CARFIMATE,0,Phase II,2.0
CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,SPAGLUMIC ACID,0,Phase II,2.0
CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,BETACETYLMETHADOL,0,Phase II,2.0
CC[C@H](C)OC(=O)Cc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,BUDIODARONE,0,Phase II,2.0
CO[C@]1(C(=O)N[C@@H]2CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]43)C2)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,COLENEURAMIDE,0,Phase II,2.0
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O.NC(CO)(CO)CO,FOSBRETABULIN TROMETHAMINE,0,Phase II,2.0
CC[C@](O)(c1nnc(NCc2ccc3c(-c4ccc(F)cc4)cc(=O)oc3c2)o1)C(F)(F)F,SETILEUTON,0,Phase II,2.0
CC(=O)O.CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,SOTRASTAURIN ACETATE,0,Phase II,2.0
CCO.O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c([O-])nc3ncccc32)CC1.[K+],TELCAGEPANT POTASSIUM,1,Phase III,3.0
CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1,VARESPLADIB METHYL,1,Phase III,3.0
CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,LITRONESIB,0,Phase II,2.0
CC(OC(=O)c1ccc(Cc2c(O)c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F,TECARFARIN,1,Phase III,3.0
CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,ELACYTARABINE,1,Phase III,3.0
CCc1c2c(nc3ccc(OC(=O)CCC(=O)Oc4c(C)c(C)c5c(c4C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O5)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,TENIFATECAN,0,Phase II,2.0
Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ORVEPITANT,0,Phase II,2.0
Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.O=C(O)/C=C\C(=O)O,ORVEPITANT MALEATE,0,Phase II,2.0
O=C(O)C(O)C(O)C(=O)O.OC[C@H]1CNC[C@@H](O)[C@@H]1O,AFEGOSTAT TARTRATE,0,Phase II,2.0
CC(OC(=O)c1ccc(Cc2c([O-])c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F.[Na+],TECARFARIN SODIUM,0,Phase II,2.0
CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1,SAPACITABINE,1,Phase III,3.0
COc1ccc2cc([C@H](C)C(=O)OCCS(C)(=O)=O)ccc2c1,NAPROXEN ETEMESIL,0,Phase II,2.0
CCCN[C@@H]1CCc2nc(N)sc2C1.Cl.Cl.O,DEXPRAMIPEXOLE DIHYDROCHLORIDE,1,Phase III,3.0
CC(C)OC(=O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1,TAPRENEPAG ISOPROPYL,0,Phase II,2.0
COCC(=O)[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,TELAPRISTONE ACETATE,1,Phase III,3.0
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl,ALVOCIDIB HYDROCHLORIDE,0,Phase II,2.0
Br.CCOc1cc2c(c(F)c1OCC)C(=N)N(CC(=O)c1cc(N3CCOCC3)c(OC)c(C(C)(C)C)c1)C2,ATOPAXAR HYDROBROMIDE,0,Phase II,2.0
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)C/C=C/S(=O)(=O)C(C)(C)C)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,LUNACALCIPOL,0,Phase II,2.0
CSCC[C@H](N)C(=O)N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21.O,POMAGLUMETAD METHIONIL,0,Phase II,2.0
CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)OC(C)C)s2)cc1,SIMENEPAG ISOPROPYL,0,Phase II,2.0
CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2CCCc2ccc(C(=O)OC(C)C)s2)cc1,AGANEPAG ISOPROPYL,0,Phase II,2.0
Cl.Cl.O.O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CC2)CC1,BAVISANT DIHYDROCHLORIDE,0,Phase II,2.0
CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1,NIVOCASAN,0,Phase II,2.0
CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,CRENOLANIB,1,Phase III,3.0
Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O.Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O.O.O=S(=O)(O)O,ENCALERET SULFATE,0,Phase II,2.0
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],SEPANTRONIUM BROMIDE,0,Phase II,2.0
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1C.O=S(=O)(O)c1ccccc1,EPELSIBAN BESYLATE,0,Phase II,2.0
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(n3cnc4ccccc43)=CC[C@@H]12,GALETERONE,1,Phase III,3.0
COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,TOZADENANT,1,Phase III,3.0
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](CC(=O)N1CCCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,SOVAPREVIR,0,Phase II,2.0
CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C.Cl,DEXMECAMYLAMINE HYDROCHLORIDE,1,Phase III,3.0
C[C@H](c1ccc(C#N)cc1)N1CCN(c2ccc(C#N)cc2Cl)[C@H](c2ccc(Cl)cc2)C1,GIMINABANT,0,Phase II,2.0
Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,QUISINOSTAT,0,Phase II,2.0
CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.Cl,PATIDEGIB HYDROCHLORIDE,0,Phase II,2.0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CHLOROSERPIDINE,0,Phase II,2.0
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O,SAPERCONAZOLE,0,Phase II,2.0
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCSCCCCCCCCCCSCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,TIAFIBRATE,0,Phase II,2.0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1,TRIAMCINOLONE FURETONIDE,0,Phase II,2.0
COC1(c2ccccc2)C2CCCC1CN(C)C2,ANAZOCINE,0,Phase II,2.0
Cc1c(C)c2c(c(C)c1OC(=O)COc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,TOCOFENOXATE,0,Phase II,2.0
O=C(CNC(=O)c1ccc(Cl)cc1)NO,BENURESTAT,0,Phase II,2.0
CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,TRIAMCINOLONE BENETONIDE,0,Phase II,2.0
CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O.Cl,CELGOSIVIR HYDROCHLORIDE,0,Phase II,2.0
Cc1cc(C)c2c3ccccc3n(Cc3cccc([C@@H](C(=O)N[C@@H](CO)c4ccccc4)C4CCCC4)c3)c2n1,IMPLITAPIDE,0,Phase II,2.0
C[N+](C)(C)Cc1ccco1.[I-],FURTRETHONIUM IODIDE,0,Phase II,2.0
CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.N,MADURAMICIN,0,Phase II,2.0
C[n+]1ccc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c4csc(N)n4)[C@H]3[S+]([O-])C2)cc1.[Cl-],CEFMEPIDIUM CHLORIDE,0,Phase II,2.0
C/C(=C(\CCOC(=O)C(C)C)SS/C(CCOC(=O)C(C)C)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,SULBUTIAMINE,0,Phase II,2.0
C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,BISBENTIAMINE,0,Phase II,2.0
CCCCCCCCCCCCCCCC(=O)OC1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1,XANTOFYL PALMITATE,0,Phase II,2.0
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C[C@@H]2O[C@H]2/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,MARIDOMYCIN,0,Phase II,2.0
CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,PIPACYCLINE,0,Phase II,2.0
CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1,PROGLUMETACIN,0,Phase II,2.0
COC(F)(F)C(F)Br,ROFLURANE,0,Phase II,2.0
OCC(CO)(CCl)CCl,LOPRODIOL,0,Phase II,2.0
CCOC(=O)C1=C(c2ccc(-n3c(C)nc4cnccc43)cc2)NC(C)=C(C(=O)Nc2ccccn2)[C@H]1c1ccccc1Cl,MODIPAFANT,0,Phase II,2.0
CC(C)Oc1cccc(CC(=O)N2CCC[C@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1.O=S(=O)([O-])c1ccccc1,NOLPITANTIUM BESILATE,0,Phase II,2.0
CC(C)CCCC(C)N,OCTODRINE,0,Phase II,2.0
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[Cl-].[Cl-],DIMETHYLTUBOCURARINIUM CHLORIDE,0,Phase II,2.0
CC[N+](C)(CC)CCCOC(=O)[C@H]1[C@H](c2ccccc2)[C@H](C(=O)OCCC[N+](C)(CC)CC)[C@H]1c1ccccc1.[I-].[I-],TRUXICURIUM IODIDE,0,Phase II,2.0
